Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
45.000; Dynamics module data; 0x11;0000;22401;0000;19500
45.000; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
45.000; Thermal sensor module; 0x21;25202;24702;22800;25100
45.000; Thermal sensor module; 0x22;10801;23103;15301;18002
45.050; Dynamics module data; 0x11;0000;7601;0000;14200
45.050; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
45.050; Thermal sensor module; 0x21;3803;16603;9800;7803
45.050; Thermal sensor module; 0x22;15103;13301;22003;5102
45.100; Dynamics module data; 0x11;0000;7800;0000;10801
45.100; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
45.100; Thermal sensor module; 0x21;12302;14300;4703;8401
45.100; Thermal sensor module; 0x22;21603;16703;22702;5601
45.150; Dynamics module data; 0x11;0000;8300;0000;9201
45.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
45.150; Thermal sensor module; 0x21;25401;2500;24400;8202
45.150; Thermal sensor module; 0x22;17700;13802;13301;24801
45.200; Dynamics module data; 0x11;0000;14500;0000;11701
45.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
45.200; Thermal sensor module; 0x21;17502;19101;1703;15000
45.200; Thermal sensor module; 0x22;21900;2003;19700;23302
45.250; Dynamics module data; 0x11;0000;7601;0000;16701
45.250; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
45.250; Thermal sensor module; 0x21;24002;6400;7301;5102
45.250; Thermal sensor module; 0x22;10203;23300;6702;2302
45.300; Dynamics module data; 0x11;0000;21400;0000;8701
45.300; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
45.300; Thermal sensor module; 0x21;22501;18303;18703;21602
45.300; Thermal sensor module; 0x22;13902;7100;18501;12001
45.350; Dynamics module data; 0x11;0000;4801;0000;7000
45.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
45.350; Thermal sensor module; 0x21;14701;9103;19400;7202
45.350; Thermal sensor module; 0x22;8500;6503;24601;6401
45.400; Dynamics module data; 0x11;0000;15001;0000;1301
45.400; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
45.400; Thermal sensor module; 0x21;20003;15203;18903;1802
45.400; Thermal sensor module; 0x22;13002;7802;16500;12401
45.450; Dynamics module data; 0x11;0000;12700;0000;21401
45.450; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
45.450; Thermal sensor module; 0x21;3103;13003;5502;17801
45.450; Thermal sensor module; 0x22;19801;21000;6903;3402
45.500; Dynamics module data; 0x11;0000;19101;0000;21000
45.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
45.500; Thermal sensor module; 0x21;7601;6403;10302;11700
45.500; Thermal sensor module; 0x22;9600;3501;3300;19000
45.550; Dynamics module data; 0x11;0000;12400;0000;7000
45.550; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
45.550; Thermal sensor module; 0x21;15702;9401;4001;1602
45.550; Thermal sensor module; 0x22;20101;18803;23400;13401
45.600; Dynamics module data; 0x11;0000;5800;0000;20500
45.600; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
45.600; Thermal sensor module; 0x21;14900;8003;3303;24902
45.600; Thermal sensor module; 0x22;25102;18000;19101;3003
45.650; Dynamics module data; 0x11;0000;21100;0000;19100
45.650; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
45.650; Thermal sensor module; 0x21;18001;13303;6802;17902
45.650; Thermal sensor module; 0x22;4703;21602;7503;12300
45.700; Dynamics module data; 0x11;0000;15800;0000;5700
45.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
45.700; Thermal sensor module; 0x21;15600;11300;4200;6900
45.700; Thermal sensor module; 0x22;17300;9900;5401;14703
45.750; Dynamics module data; 0x11;0000;5301;0000;22900
45.750; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
45.750; Thermal sensor module; 0x21;22100;15203;25201;10702
45.750; Thermal sensor module; 0x22;9500;3602;4102;20200
45.800; Dynamics module data; 0x11;0000;15800;0000;9501
45.800; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
45.800; Thermal sensor module; 0x21;8803;21703;19601;5803
45.800; Thermal sensor module; 0x22;11802;23101;23701;4503
45.850; Dynamics module data; 0x11;0000;2300;0000;8901
45.850; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
45.850; Thermal sensor module; 0x21;2202;22403;0902;15901
45.850; Thermal sensor module; 0x22;17800;1701;1102;17803
45.900; Dynamics module data; 0x11;0000;17100;0000;23100
45.900; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
45.900; Thermal sensor module; 0x21;7300;24901;5302;22303
45.900; Thermal sensor module; 0x22;5200;10402;14103;2100
45.950; Dynamics module data; 0x11;0000;1301;0000;2001
45.950; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
45.950; Thermal sensor module; 0x21;12100;12301;15301;7902
45.950; Thermal sensor module; 0x22;18203;7902;11500;11602
46.000; Dynamics module data; 0x11;0000;20700;0000;2600
46.000; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
46.000; Thermal sensor module; 0x21;12002;23400;24501;9303
46.000; Thermal sensor module; 0x22;13700;5303;13403;11502
46.050; Dynamics module data; 0x11;0000;24900;0000;13500
46.050; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
46.050; Thermal sensor module; 0x21;11800;9903;10802;4501
46.050; Thermal sensor module; 0x22;14900;25500;19100;5601
46.100; Dynamics module data; 0x11;0000;11001;0000;22400
46.100; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
46.100; Thermal sensor module; 0x21;0402;10703;19800;18701
46.100; Thermal sensor module; 0x22;10001;6402;11202;20700
46.150; Dynamics module data; 0x11;0000;1501;0000;20100
46.150; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
46.150; Thermal sensor module; 0x21;7502;15003;18800;10200
46.150; Thermal sensor module; 0x22;5500;15100;14402;10902
46.200; Dynamics module data; 0x11;0000;5500;0000;19800
46.200; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
46.200; Thermal sensor module; 0x21;14901;11500;6301;8203
46.200; Thermal sensor module; 0x22;3003;11200;17001;7902
46.250; Dynamics module data; 0x11;0000;23200;0000;2300
46.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
46.250; Thermal sensor module; 0x21;3401;19001;3100;19703
46.250; Thermal sensor module; 0x22;0201;20901;7800;13103
46.300; Dynamics module data; 0x11;0000;1501;0000;18200
46.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
46.300; Thermal sensor module; 0x21;9202;14001;3900;11401
46.300; Thermal sensor module; 0x22;2103;7701;11702;17403
46.350; Dynamics module data; 0x11;0000;13200;0000;12800
46.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
46.350; Thermal sensor module; 0x21;14600;6602;16701;19100
46.350; Thermal sensor module; 0x22;10401;21100;6500;5200
46.400; Dynamics module data; 0x11;0000;20600;0000;13401
46.400; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
46.400; Thermal sensor module; 0x21;18400;6900;21502;16200
46.400; Thermal sensor module; 0x22;2001;13603;13000;13803
46.450; Dynamics module data; 0x11;0000;6100;0000;1100
46.450; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
46.450; Thermal sensor module; 0x21;5201;17001;1002;7901
46.450; Thermal sensor module; 0x22;8901;0700;19303;23700
46.500; Dynamics module data; 0x11;0000;15700;0000;9900
46.500; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
46.500; Thermal sensor module; 0x21;4901;19002;5502;5102
46.500; Thermal sensor module; 0x22;18401;11102;20702;13101
46.550; Dynamics module data; 0x11;0000;21200;0000;8501
46.550; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
46.550; Thermal sensor module; 0x21;1500;3802;7203;23502
46.550; Thermal sensor module; 0x22;15502;6800;7703;15301
46.600; Dynamics module data; 0x11;0000;21400;0000;11001
46.600; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
46.600; Thermal sensor module; 0x21;12700;7900;14301;1203
46.600; Thermal sensor module; 0x22;8300;12300;22803;10702
46.650; Dynamics module data; 0x11;0000;21901;0000;10301
46.650; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
46.650; Thermal sensor module; 0x21;4300;19003;24300;0301
46.650; Thermal sensor module; 0x22;14401;16102;4601;0603
46.700; Dynamics module data; 0x11;0000;20301;0000;16101
46.700; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
46.700; Thermal sensor module; 0x21;20303;20003;11003;19800
46.700; Thermal sensor module; 0x22;1203;7601;1902;6301
46.750; Dynamics module data; 0x11;0000;7301;0000;1901
46.750; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
46.750; Thermal sensor module; 0x21;0101;13002;22601;4000
46.750; Thermal sensor module; 0x22;13501;19202;11603;5202
46.800; Dynamics module data; 0x11;0000;7800;0000;14900
46.800; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
46.800; Thermal sensor module; 0x21;3602;4903;8603;7203
46.800; Thermal sensor module; 0x22;11503;3502;11402;21001
46.850; Dynamics module data; 0x11;0000;6100;0000;17400
46.850; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
46.850; Thermal sensor module; 0x21;23902;4200;17201;20200
46.850; Thermal sensor module; 0x22;5702;10403;15901;3600
46.900; Dynamics module data; 0x11;0000;9401;0000;7701
46.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
46.900; Thermal sensor module; 0x21;3500;5800;22100;9102
46.900; Thermal sensor module; 0x22;10501;17401;9103;8102
46.950; Dynamics module data; 0x11;0000;24800;0000;10700
46.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
46.950; Thermal sensor module; 0x21;3902;4600;5001;21602
46.950; Thermal sensor module; 0x22;10103;18503;17502;21401
47.000; Dynamics module data; 0x11;0000;19501;0000;15301
47.000; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
47.000; Thermal sensor module; 0x21;7000;3503;2002;4702
47.000; Thermal sensor module; 0x22;18900;12602;0400;23901
47.050; Dynamics module data; 0x11;0000;16500;0000;10800
47.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
47.050; Thermal sensor module; 0x21;7300;1402;22800;1100
47.050; Thermal sensor module; 0x22;7500;9100;22703;16903
47.100; Dynamics module data; 0x11;0000;20001;0000;23501
47.100; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
47.100; Thermal sensor module; 0x21;12801;17202;20301;16301
47.100; Thermal sensor module; 0x22;16701;1201;11003;24202
47.150; Dynamics module data; 0x11;0000;12601;0000;1701
47.150; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
47.150; Thermal sensor module; 0x21;19603;3403;14602;5801
47.150; Thermal sensor module; 0x22;23502;0601;11601;25402
47.200; Dynamics module data; 0x11;0000;23600;0000;0701
47.200; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
47.200; Thermal sensor module; 0x21;23800;19702;23301;7100
47.200; Thermal sensor module; 0x22;15202;17503;21602;18601
47.250; Dynamics module data; 0x11;0000;21601;0000;21901
47.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
47.250; Thermal sensor module; 0x21;24001;15501;15501;10202
47.250; Thermal sensor module; 0x22;3801;22602;9801;2802
47.300; Dynamics module data; 0x11;0000;10101;0000;18200
47.300; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
47.300; Thermal sensor module; 0x21;21803;15101;2402;22802
47.300; Thermal sensor module; 0x22;5500;11800;7603;16801
47.350; Dynamics module data; 0x11;0000;19700;0000;9701
47.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
47.350; Thermal sensor module; 0x21;17300;10300;19203;22300
47.350; Thermal sensor module; 0x22;10701;18402;18901;17200
47.400; Dynamics module data; 0x11;0000;12601;0000;18000
47.400; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
47.400; Thermal sensor module; 0x21;21100;3201;9403;8202
47.400; Thermal sensor module; 0x22;5203;8303;1600;10001
47.450; Dynamics module data; 0x11;0000;12300;0000;12400
47.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
47.450; Thermal sensor module; 0x21;14802;7900;10601;11602
47.450; Thermal sensor module; 0x22;19501;7003;18900;1302
47.500; Dynamics module data; 0x11;0000;17700;0000;20101
47.500; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
47.500; Thermal sensor module; 0x21;14502;24200;8400;20800
47.500; Thermal sensor module; 0x22;21602;2903;21301;12501
47.550; Dynamics module data; 0x11;0000;14901;0000;12201
47.550; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
47.550; Thermal sensor module; 0x21;1200;1202;4702;18900
47.550; Thermal sensor module; 0x22;13200;23700;4902;2403
47.600; Dynamics module data; 0x11;0000;24201;0000;12701
47.600; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
47.600; Thermal sensor module; 0x21;25302;18701;21801;3100
47.600; Thermal sensor module; 0x22;6601;18801;18702;20400
47.650; Dynamics module data; 0x11;0000;0400;0000;16900
47.650; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
47.650; Thermal sensor module; 0x21;2901;2002;7903;21203
47.650; Thermal sensor module; 0x22;20001;3000;4303;14102
47.700; Dynamics module data; 0x11;0000;24101;0000;14801
47.700; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
47.700; Thermal sensor module; 0x21;13400;23702;9601;15100
47.700; Thermal sensor module; 0x22;22603;8801;24200;1600
47.750; Dynamics module data; 0x11;0000;17500;0000;13200
47.750; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
47.750; Thermal sensor module; 0x21;16000;18503;13202;15001
47.750; Thermal sensor module; 0x22;8703;18303;17702;11500
47.800; Dynamics module data; 0x11;0000;2800;0000;18001
47.800; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
47.800; Thermal sensor module; 0x21;6000;20601;22900;8702
47.800; Thermal sensor module; 0x22;16802;13702;4101;3403
47.850; Dynamics module data; 0x11;0000;20701;0000;16500
47.850; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
47.850; Thermal sensor module; 0x21;1203;10602;25200;3001
47.850; Thermal sensor module; 0x22;25502;8201;14803;13900
47.900; Dynamics module data; 0x11;0000;18401;0000;16800
47.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
47.900; Thermal sensor module; 0x21;0003;10403;15402;23102
47.900; Thermal sensor module; 0x22;9300;8701;8201;8101
47.950; Dynamics module data; 0x11;0000;21800;0000;18801
47.950; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
47.950; Thermal sensor module; 0x21;16902;24701;4902;9702
47.950; Thermal sensor module; 0x22;20202;5300;22801;24400
48.000; Dynamics module data; 0x11;0000;18000;0000;6100
48.000; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
48.000; Thermal sensor module; 0x21;12802;22601;16001;15202
48.000; Thermal sensor module; 0x22;2403;24200;10700;11800
48.050; Dynamics module data; 0x11;0000;12701;0000;5901
48.050; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
48.050; Thermal sensor module; 0x21;11902;7901;6502;1000
48.050; Thermal sensor module; 0x22;24802;12202;7202;23102
48.100; Dynamics module data; 0x11;0000;8700;0000;14900
48.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
48.100; Thermal sensor module; 0x21;1502;24400;2101;3402
48.100; Thermal sensor module; 0x22;11400;25002;3702;20103
48.150; Dynamics module data; 0x11;0000;0000;0000;4201
48.150; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
48.150; Thermal sensor module; 0x21;2300;6000;22002;22300
48.150; Thermal sensor module; 0x22;2301;11901;19401;17901
48.200; Dynamics module data; 0x11;0000;4901;0000;23100
48.200; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
48.200; Thermal sensor module; 0x21;15402;4602;21701;21203
48.200; Thermal sensor module; 0x22;16903;15103;13602;20103
48.250; Dynamics module data; 0x11;0000;20500;0000;8100
48.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
48.250; Thermal sensor module; 0x21;20002;6900;22802;18402
48.250; Thermal sensor module; 0x22;16901;19802;0002;14503
48.300; Dynamics module data; 0x11;0000;6300;0000;8600
48.300; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
48.300; Thermal sensor module; 0x21;22703;4003;4600;19903
48.300; Thermal sensor module; 0x22;24702;0201;5100;19901
48.350; Dynamics module data; 0x11;0000;23400;0000;22600
48.350; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
48.350; Thermal sensor module; 0x21;22701;20203;22402;23802
48.350; Thermal sensor module; 0x22;19703;13400;19502;2400
48.400; Dynamics module data; 0x11;0000;14601;0000;0501
48.400; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
48.400; Thermal sensor module; 0x21;14500;5800;15403;14703
48.400; Thermal sensor module; 0x22;1203;22500;21603;6601
48.450; Dynamics module data; 0x11;0000;1900;0000;21001
48.450; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
48.450; Thermal sensor module; 0x21;2301;5103;20703;8901
48.450; Thermal sensor module; 0x22;14003;20700;24300;15301
48.500; Dynamics module data; 0x11;0000;19201;0000;17500
48.500; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
48.500; Thermal sensor module; 0x21;14103;12403;15003;7901
48.500; Thermal sensor module; 0x22;9501;2903;10100;18700
48.550; Dynamics module data; 0x11;0000;8600;0000;10700
48.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
48.550; Thermal sensor module; 0x21;25201;12003;4201;10402
48.550; Thermal sensor module; 0x22;8501;11302;1502;24401
48.600; Dynamics module data; 0x11;0000;2700;0000;16301
48.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
48.600; Thermal sensor module; 0x21;0500;3800;20200;17102
48.600; Thermal sensor module; 0x22;6403;6301;9900;22500
48.650; Dynamics module data; 0x11;0000;0901;0000;17301
48.650; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
48.650; Thermal sensor module; 0x21;20203;17801;17701;3600
48.650; Thermal sensor module; 0x22;15202;14800;21701;19201
48.700; Dynamics module data; 0x11;0000;16200;0000;10301
48.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
48.700; Thermal sensor module; 0x21;8400;20803;3801;5600
48.700; Thermal sensor module; 0x22;12703;22102;13002;14901
48.750; Dynamics module data; 0x11;0000;21701;0000;12001
48.750; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
48.750; Thermal sensor module; 0x21;16200;13501;22800;4402
48.750; Thermal sensor module; 0x22;7702;8802;0701;22202
48.800; Dynamics module data; 0x11;0000;22401;0000;17201
48.800; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
48.800; Thermal sensor module; 0x21;25500;12302;9002;19000
48.800; Thermal sensor module; 0x22;22003;2501;10501;15901
48.850; Dynamics module data; 0x11;0000;23300;0000;17500
48.850; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
48.850; Thermal sensor module; 0x21;1901;14403;11403;20901
48.850; Thermal sensor module; 0x22;6903;14901;2601;4502
48.900; Dynamics module data; 0x11;0000;23501;0000;7801
48.900; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
48.900; Thermal sensor module; 0x21;2400;13301;14102;20401
48.900; Thermal sensor module; 0x22;17600;5802;16203;24601
48.950; Dynamics module data; 0x11;0000;15600;0000;11500
48.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
48.950; Thermal sensor module; 0x21;12503;13400;22801;22703
48.950; Thermal sensor module; 0x22;23102;9901;18603;16602
49.000; Dynamics module data; 0x11;0000;5701;0000;0001
49.000; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
49.000; Thermal sensor module; 0x21;7802;11101;2503;13902
49.000; Thermal sensor module; 0x22;1902;1501;21900;19402
49.050; Dynamics module data; 0x11;0000;16100;0000;0601
49.050; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
49.050; Thermal sensor module; 0x21;6500;12702;19502;22501
49.050; Thermal sensor module; 0x22;16401;0303;11101;13602
49.100; Dynamics module data; 0x11;0000;5600;0000;24400
49.100; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
49.100; Thermal sensor module; 0x21;5701;9802;6801;18603
49.100; Thermal sensor module; 0x22;20300;14602;14100;2100
49.150; Dynamics module data; 0x11;0000;5100;0000;9801
49.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
49.150; Thermal sensor module; 0x21;23003;20501;10903;17901
49.150; Thermal sensor module; 0x22;1002;10700;18403;20403
49.200; Dynamics module data; 0x11;0000;2800;0000;2000
49.200; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
49.200; Thermal sensor module; 0x21;1800;14003;6200;20200
49.200; Thermal sensor module; 0x22;12200;9002;4000;2002
49.250; Dynamics module data; 0x11;0000;13900;0000;4201
49.250; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
49.250; Thermal sensor module; 0x21;8402;10202;13803;1003
49.250; Thermal sensor module; 0x22;1900;11603;3800;1800
49.300; Dynamics module data; 0x11;0000;23700;0000;12701
49.300; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
49.300; Thermal sensor module; 0x21;15203;19903;1703;9800
49.300; Thermal sensor module; 0x22;3901;24701;4401;5003
49.350; Dynamics module data; 0x11;0000;12400;0000;17400
49.350; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
49.350; Thermal sensor module; 0x21;18002;2803;10801;4601
49.350; Thermal sensor module; 0x22;19100;19901;1802;10500
49.400; Dynamics module data; 0x11;0000;18200;0000;9500
49.400; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
49.400; Thermal sensor module; 0x21;18702;1000;8400;5900
49.400; Thermal sensor module; 0x22;25101;15302;4000;24500
49.450; Dynamics module data; 0x11;0000;5201;0000;13600
49.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
49.450; Thermal sensor module; 0x21;25301;17302;12102;20600
49.450; Thermal sensor module; 0x22;11602;0200;22503;9001
49.500; Dynamics module data; 0x11;0000;10401;0000;9400
49.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
49.500; Thermal sensor module; 0x21;19600;17203;18201;6903
49.500; Thermal sensor module; 0x22;15700;20001;9401;18101
49.550; Dynamics module data; 0x11;0000;3101;0000;5201
49.550; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
49.550; Thermal sensor module; 0x21;24701;17900;1102;9900
49.550; Thermal sensor module; 0x22;21201;7900;3803;15601
49.600; Dynamics module data; 0x11;0000;7100;0000;9600
49.600; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
49.600; Thermal sensor module; 0x21;17700;8701;14403;10301
49.600; Thermal sensor module; 0x22;11700;2802;5203;4300
49.650; Dynamics module data; 0x11;0000;0201;0000;13201
49.650; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
49.650; Thermal sensor module; 0x21;3501;10902;14402;22900
49.650; Thermal sensor module; 0x22;11102;2102;3202;18402
49.700; Dynamics module data; 0x11;0000;4701;0000;12001
49.700; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
49.700; Thermal sensor module; 0x21;8501;9000;22600;19400
49.700; Thermal sensor module; 0x22;10703;22901;3502;24701
49.750; Dynamics module data; 0x11;0000;5101;0000;4100
49.750; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
49.750; Thermal sensor module; 0x21;13602;3503;5601;22701
49.750; Thermal sensor module; 0x22;13101;6702;3001;12501
49.800; Dynamics module data; 0x11;0000;4800;0000;23601
49.800; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
49.800; Thermal sensor module; 0x21;7703;19700;19601;8500
49.800; Thermal sensor module; 0x22;18402;15600;8302;23202
49.850; Dynamics module data; 0x11;0000;22700;0000;10600
49.850; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
49.850; Thermal sensor module; 0x21;4603;1301;10101;15703
49.850; Thermal sensor module; 0x22;25002;24301;10502;18801
49.900; Dynamics module data; 0x11;0000;13701;0000;16800
49.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
49.900; Thermal sensor module; 0x21;21901;12803;1300;11303
49.900; Thermal sensor module; 0x22;15503;24700;6700;2200
49.950; Dynamics module data; 0x11;0000;4101;0000;20000
49.950; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
49.950; Thermal sensor module; 0x21;16501;24300;3002;21202
49.950; Thermal sensor module; 0x22;13100;14801;8903;11603
50.000; Dynamics module data; 0x11;0000;6201;0000;4701
50.000; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
50.000; Thermal sensor module; 0x21;24600;17103;22303;9302
50.000; Thermal sensor module; 0x22;16402;3101;22102;5901
50.050; Dynamics module data; 0x11;0000;0400;0000;20100
50.050; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
50.050; Thermal sensor module; 0x21;7801;14101;22602;22403
50.050; Thermal sensor module; 0x22;11903;0603;6200;19000
50.100; Dynamics module data; 0x11;0000;0600;0000;16700
50.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
50.100; Thermal sensor module; 0x21;3103;19801;4800;15403
50.100; Thermal sensor module; 0x22;13201;17303;16703;15700
50.150; Dynamics module data; 0x11;0000;2300;0000;6900
50.150; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
50.150; Thermal sensor module; 0x21;4000;13101;17000;20002
50.150; Thermal sensor module; 0x22;24501;12901;2400;13002
50.200; Dynamics module data; 0x11;0000;17801;0000;24401
50.200; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
50.200; Thermal sensor module; 0x21;0403;8903;20103;16002
50.200; Thermal sensor module; 0x22;3403;11902;19401;6002
50.250; Dynamics module data; 0x11;0000;7401;0000;22800
50.250; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
50.250; Thermal sensor module; 0x21;21202;8503;18203;4500
50.250; Thermal sensor module; 0x22;22103;12501;3803;5501
50.300; Dynamics module data; 0x11;0000;1301;0000;6001
50.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
50.300; Thermal sensor module; 0x21;17501;22001;17001;3000
50.300; Thermal sensor module; 0x22;20603;17502;7001;14500
50.350; Dynamics module data; 0x11;0000;14301;0000;17800
50.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
50.350; Thermal sensor module; 0x21;3300;9201;0603;23001
50.350; Thermal sensor module; 0x22;19101;20203;16202;1402
50.400; Dynamics module data; 0x11;0000;23601;0000;10200
50.400; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
50.400; Thermal sensor module; 0x21;22402;11202;16202;11603
50.400; Thermal sensor module; 0x22;24901;21902;9001;20302
50.450; Dynamics module data; 0x11;0000;19600;0000;9200
50.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
50.450; Thermal sensor module; 0x21;0700;15001;24902;1200
50.450; Thermal sensor module; 0x22;21200;21602;16200;10203
50.500; Dynamics module data; 0x11;0000;0501;0000;5501
50.500; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
50.500; Thermal sensor module; 0x21;6202;3501;9103;22700
50.500; Thermal sensor module; 0x22;0203;22103;0801;14703
50.550; Dynamics module data; 0x11;0000;18700;0000;5701
50.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
50.550; Thermal sensor module; 0x21;10202;1203;5601;16703
50.550; Thermal sensor module; 0x22;0300;1502;5401;0001
50.600; Dynamics module data; 0x11;0000;24900;0000;12101
50.600; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
50.600; Thermal sensor module; 0x21;24902;22203;1100;22703
50.600; Thermal sensor module; 0x22;1702;0402;10203;9700
50.650; Dynamics module data; 0x11;0000;13800;0000;9601
50.650; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
50.650; Thermal sensor module; 0x21;3101;15902;2003;23002
50.650; Thermal sensor module; 0x22;3702;7100;8002;3602
